Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
19/06/2021;ID-SB;Sumatera Barat;135;5;330;-200;48817;1120;44824;2873;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;24.46;8844.87;0.91;202.93;20.29;2.29%;91.82%;0.56;0.71
19/06/2021;ID-SS;Sumatera Selatan;119;3;210;-94;26976;1366;24294;1316;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;14.48;3282.73;0.37;166.23;16.62;5.06%;90.06%;0.88;0.75
19/06/2021;ID-SU;Sumatera Utara;122;6;109;7;34184;1146;30339;2699;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;8.20;2298.10;0.40;77.04;7.70;3.35%;88.75%;0.89;0.86
20/06/2021;ID-AC;Aceh;93;3;20;70;18329;721;13610;3998;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;17.72;3493.06;0.57;137.41;13.74;3.93%;74.25%;0.80;0.43
20/06/2021;ID-BA;Bali;106;2;37;67;48345;1535;46116;694;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;25.14;11466.57;0.47;364.07;36.41;3.18%;95.39%;0.68;1.00
20/06/2021;ID-BT;Banten;228;4;151;73;52677;1309;48218;3150;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;21.26;4912.81;0.37;122.08;12.21;2.48%;91.54%;0.82;0.57
20/06/2021;ID-BE;Bengkulu;85;0;72;13;9032;187;8097;748;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;42.51;4517.04;0.00;93.52;9.35;2.07%;89.65%;1.05;1.00
20/06/2021;ID-JK;DKI Jakarta;5582;69;2457;3056;474025;7768;435524;30733;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;514.65;43704.47;6.36;716.20;71.62;1.64%;91.88%;1.14;1.15
20/06/2021;ID-YO;Daerah Istimewa Yogyakarta;665;15;280;370;52641;1367;45635;5639;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;183.14;14497.60;4.13;376.48;37.65;2.60%;86.69%;1.04;1.50
20/06/2021;ID-GO;Gorontalo;10;0;0;10;5623;180;5336;107;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;8.47;4762.63;0.00;152.46;15.25;3.20%;94.90%;1.11;1.00
20/06/2021;ID-JA;Jambi;105;4;139;-38;11911;223;9815;1873;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;30.06;3409.61;1.15;63.84;6.38;1.87%;82.40%;0.72;0.80
20/06/2021;ID-JB;Jawa Barat;2309;66;1101;1142;346801;4686;312410;29705;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;51.13;7679.16;1.46;103.76;10.38;1.35%;90.08%;1.18;3.00
20/06/2021;ID-JT;Jawa Tengah;1955;89;160;1706;231255;10161;191000;30094;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;53.76;6359.44;2.45;279.42;27.94;4.39%;82.59%;0.93;2.23
20/06/2021;ID-JI;Jawa Timur;737;55;382;300;163536;12107;146901;4528;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;18.21;4040.02;1.36;299.09;29.91;7.40%;89.83%;1.07;1.17
20/06/2021;ID-KB;Kalimantan Barat;147;0;0;147;13145;127;11902;1116;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;27.11;2424.02;0.00;23.42;2.34;0.97%;90.54%;1.00;0.00
20/06/2021;ID-KS;Kalimantan Selatan;20;0;50;-30;35565;1051;33862;652;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;4.97;8840.31;0.00;261.24;26.12;2.96%;95.21%;0.42;0.00
20/06/2021;ID-KT;Kalimantan Tengah;75;2;12;61;24365;526;20212;3627;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;29.18;9479.48;0.78;204.65;20.46;2.16%;82.96%;0.85;2.00
20/06/2021;ID-KI;Kalimantan Timur;147;5;78;64;73657;1776;70492;1389;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;41.38;20735.65;1.41;499.97;50.00;2.41%;95.70%;0.97;1.67
20/06/2021;ID-KU;Kalimantan Utara;40;0;16;24;12658;194;11867;597;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;61.69;19521.69;0.00;299.19;29.92;1.53%;93.75%;3.08;1.00
20/06/2021;ID-BB;Kepulauan Bangka Belitung;49;1;77;-29;20206;316;19146;744;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;35.51;14644.50;0.72;229.02;22.90;1.56%;94.75%;0.60;0.50
20/06/2021;ID-KR;Kepulauan Riau;337;2;213;122;22300;444;18401;3455;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;174.67;11558.00;1.04;230.12;23.01;1.99%;82.52%;0.99;
20/06/2021;ID-LA;Lampung;141;5;107;29;20201;1080;17920;1201;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;15.50;2220.97;0.55;118.74;11.87;5.35%;88.71%;1.21;0.50
20/06/2021;ID-MA;Maluku;69;0;4;65;8057;134;7489;434;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;37.36;4361.98;0.00;72.55;7.25;1.66%;92.95%;4.60;0.00
20/06/2021;ID-MU;Maluku Utara;1;0;0;1;4707;123;4465;119;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;0.76;3599.17;0.00;94.05;9.41;2.61%;94.86%;0.06;1.00
20/06/2021;ID-NB;Nusa Tenggara Barat;15;1;75;-61;12769;477;10501;1791;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;2.85;2422.85;0.19;90.51;9.05;3.74%;82.24%;0.38;
20/06/2021;ID-NT;Nusa Tenggara Timur;34;0;17;17;17364;451;16121;792;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;6.28;3208.83;0.00;83.34;8.33;2.60%;92.84%;5.67;1.00
20/06/2021;ID-PA;Papua;6;1;0;5;20672;271;11567;8834;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;1.38;4762.75;0.23;62.44;6.24;1.31%;55.95%;0.86;1.00
20/06/2021;ID-PB;Papua Barat;58;0;7;51;9695;178;9268;249;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;50.85;8499.16;0.00;156.04;15.60;1.84%;95.60%;1.76;0.00
20/06/2021;ID-RI;Riau;274;12;379;-117;67781;1837;62699;3245;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;45.11;11159.02;1.98;302.43;30.24;2.71%;92.50%;0.96;1.33
20/06/2021;ID-SR;Sulawesi Barat;26;0;4;22;5662;121;5445;96;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;16.67;3629.52;0.00;77.56;7.76;2.14%;96.17%;5.20;1.00
20/06/2021;ID-SN;Sulawesi Selatan;50;0;1;49;62994;958;61385;651;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;5.30;6682.38;0.00;101.62;10.16;1.52%;97.45%;0.75;1.00
20/06/2021;ID-ST;Sulawesi Tengah;20;0;0;20;13218;384;12559;275;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;6.77;4472.24;0.00;129.92;12.99;2.91%;95.01%;0.51;0.00
20/06/2021;ID-SG;Sulawesi Tenggara;29;1;0;28;10724;223;10143;358;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;11.00;4069.12;0.38;84.62;8.46;2.08%;94.58%;1.32;1.00
20/06/2021;ID-SA;Sulawesi Utara;0;1;8;-9;15952;551;15160;241;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;0.00;6038.12;0.38;208.56;20.86;3.45%;95.04%;0.00;
20/06/2021;ID-SB;Sumatera Barat;131;5;207;-81;48948;1125;45031;2792;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;23.74;8868.60;0.91;203.83;20.38;2.30%;92.00%;0.97;1.00
20/06/2021;ID-SS;Sumatera Selatan;143;6;184;-47;27119;1372;24478;1269;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;17.40;3300.13;0.73;166.96;16.70;5.06%;90.26%;1.20;2.00
20/06/2021;ID-SU;Sumatera Utara;108;1;124;-17;34292;1147;30463;2682;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;7.26;2305.36;0.07;77.11;7.71;3.34%;88.83%;0.89;0.17
21/06/2021;ID-AC;Aceh;47;12;197;-162;18376;733;13807;3836;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;8.96;3502.02;2.29;139.69;13.97;3.99%;75.14%;0.51;4.00
21/06/2021;ID-BA;Bali;90;1;50;39;48435;1536;46166;733;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;21.35;11487.91;0.24;364.31;36.43;3.17%;95.32%;0.85;0.50
21/06/2021;ID-BT;Banten;333;7;87;239;53010;1316;48305;3389;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;31.06;4943.87;0.65;122.73;12.27;2.48%;91.12%;1.46;1.75
21/06/2021;ID-BE;Bengkulu;46;0;65;-19;9078;187;8162;729;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;23.01;4540.05;0.00;93.52;9.35;2.06%;89.91%;0.54;1.00
21/06/2021;ID-JK;DKI Jakarta;5014;74;2835;2105;479039;7842;438359;32838;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;462.28;44166.75;6.82;723.02;72.30;1.64%;91.51%;0.90;1.07
21/06/2021;ID-YO;Daerah Istimewa Yogyakarta;662;12;218;432;53303;1379;45853;6071;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;182.32;14679.92;3.30;379.78;37.98;2.59%;86.02%;1.00;0.80
21/06/2021;ID-GO;Gorontalo;66;0;0;66;5689;180;5336;173;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;55.90;4818.53;0.00;152.46;15.25;3.16%;93.80%;6.60;1.00
21/06/2021;ID-JA;Jambi;119;7;69;43;12030;230;9884;1916;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;34.06;3443.68;2.00;65.84;6.58;1.91%;82.16%;1.13;1.75
21/06/2021;ID-JB;Jawa Barat;3091;35;1428;1628;349892;4721;313838;31333;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;68.44;7747.60;0.77;104.54;10.45;1.35%;89.70%;1.34;0.53
21/06/2021;ID-JT;Jawa Tengah;3392;48;2203;1141;234647;10209;193203;31235;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;93.28;6452.72;1.32;280.74;28.07;4.35%;82.34%;1.74;0.54
21/06/2021;ID-JI;Jawa Timur;719;57;367;295;164255;12164;147268;4823;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;17.76;4057.78;1.41;300.50;30.05;7.41%;89.66%;0.98;1.04
21/06/2021;ID-KB;Kalimantan Barat;97;29;147;-79;13242;156;12049;1037;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;17.89;2441.91;5.35;28.77;2.88;1.18%;90.99%;0.66;
21/06/2021;ID-KS;Kalimantan Selatan;5;1;29;-25;35570;1052;33891;627;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;1.24;8841.55;0.25;261.49;26.15;2.96%;95.28%;0.25;
21/06/2021;ID-KT;Kalimantan Tengah;70;0;97;-27;24435;526;20309;3600;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;27.23;9506.71;0.00;204.65;20.46;2.15%;83.11%;0.93;0.00
21/06/2021;ID-KI;Kalimantan Timur;163;0;82;81;73820;1776;70574;1470;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;45.89;20781.54;0.00;499.97;50.00;2.41%;95.60%;1.11;0.00
21/06/2021;ID-KU;Kalimantan Utara;9;1;0;8;12667;195;11867;605;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;13.88;19535.57;1.54;300.74;30.07;1.54%;93.68%;0.23;
21/06/2021;ID-BB;Kepulauan Bangka Belitung;40;3;76;-39;20246;319;19222;705;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;28.99;14673.49;2.17;231.20;23.12;1.58%;94.94%;0.82;3.00
21/06/2021;ID-KR;Kepulauan Riau;227;0;399;-172;22527;444;18800;3283;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;117.65;11675.65;0.00;230.12;23.01;1.97%;83.46%;0.67;0.00
21/06/2021;ID-LA;Lampung;119;2;26;91;20320;1082;17946;1292;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;13.08;2234.05;0.22;118.96;11.90;5.32%;88.32%;0.84;0.40
21/06/2021;ID-MA;Maluku;0;0;0;0;8057;134;7489;434;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;0.00;4361.98;0.00;72.55;7.25;1.66%;92.95%;0.00;1.00
21/06/2021;ID-MU;Maluku Utara;6;0;10;-4;4713;123;4475;115;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;4.59;3603.75;0.00;94.05;9.41;2.61%;94.95%;6.00;1.00
21/06/2021;ID-NB;Nusa Tenggara Barat;23;0;30;-7;12792;477;10531;1784;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;4.36;2427.21;0.00;90.51;9.05;3.73%;82.32%;1.53;0.00
21/06/2021;ID-NT;Nusa Tenggara Timur;7;1;9;-3;17371;452;16130;789;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;1.29;3210.12;0.18;83.53;8.35;2.60%;92.86%;0.21;
21/06/2021;ID-PA;Papua;12;1;0;11;20684;272;11567;8845;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;2.76;4765.52;0.23;62.67;6.27;1.32%;55.92%;2.00;1.00
21/06/2021;ID-PB;Papua Barat;6;0;3;3;9701;178;9271;252;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;5.26;8504.42;0.00;156.04;15.60;1.83%;95.57%;0.10;1.00
21/06/2021;ID-RI;Riau;148;7;403;-262;67929;1844;63102;2983;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.37;11183.39;1.15;303.58;30.36;2.71%;92.89%;0.54;0.58
21/06/2021;ID-SR;Sulawesi Barat;2;0;0;2;5664;121;5445;98;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;1.28;3630.81;0.00;77.56;7.76;2.14%;96.13%;0.08;1.00
21/06/2021;ID-SN;Sulawesi Selatan;35;2;26;7;63029;960;61411;658;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;3.71;6686.09;0.21;101.84;10.18;1.52%;97.43%;0.70;
21/06/2021;ID-ST;Sulawesi Tengah;19;3;43;-27;13237;387;12602;248;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;6.43;4478.67;1.02;130.94;13.09;2.92%;95.20%;0.95;
21/06/2021;ID-SG;Sulawesi Tenggara;3;0;5;-2;10727;223;10148;356;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;1.14;4070.26;0.00;84.62;8.46;2.08%;94.60%;0.10;0.00
21/06/2021;ID-SA;Sulawesi Utara;16;0;24;-8;15968;551;15184;233;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;6.06;6044.17;0.00;208.56;20.86;3.45%;95.09%;;0.00
21/06/2021;ID-SB;Sumatera Barat;70;4;188;-122;49018;1129;45219;2670;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;12.68;8881.29;0.72;204.56;20.46;2.30%;92.25%;0.53;0.80
21/06/2021;ID-SS;Sumatera Selatan;111;6;83;22;27230;1378;24561;1291;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;13.51;3313.64;0.73;167.69;16.77;5.06%;90.20%;0.78;1.00
21/06/2021;ID-SU;Sumatera Utara;280;3;135;142;34572;1150;30598;2824;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;18.82;2324.19;0.20;77.31;7.73;3.33%;88.51%;2.59;3.00
22/06/2021;ID-AC;Aceh;63;10;79;-26;18439;743;13886;3810;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;12.01;3514.03;1.91;141.60;14.16;4.03%;75.31%;1.34;0.83
22/06/2021;ID-BA;Bali;127;3;10;114;48562;1539;46176;847;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;30.12;11518.03;0.71;365.02;36.50;3.17%;95.09%;1.41;3.00
22/06/2021;ID-BT;Banten;462;4;233;225;53472;1320;48538;3614;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;43.09;4986.96;0.37;123.11;12.31;2.47%;90.77%;1.39;0.57
22/06/2021;ID-BE;Bengkulu;101;0;0;101;9179;187;8162;830;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;50.51;4590.56;0.00;93.52;9.35;2.04%;88.92%;2.20;1.00
22/06/2021;ID-JK;DKI Jakarta;3220;59;3481;-320;482259;7901;441840;32518;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;296.88;44463.63;5.44;728.46;72.85;1.64%;91.62%;0.64;0.80
22/06/2021;ID-YO;Daerah Istimewa Yogyakarta;675;15;260;400;53978;1394;46113;6471;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;185.90;14865.82;4.13;383.91;38.39;2.58%;85.43%;1.02;1.25
22/06/2021;ID-GO;Gorontalo;0;0;1;-1;5689;180;5337;172;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;0.00;4818.53;0.00;152.46;15.25;3.16%;93.81%;0.00;1.00
22/06/2021;ID-JA;Jambi;141;3;140;-2;12171;233;10024;1914;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;40.36;3484.04;0.86;66.70;6.67;1.91%;82.36%;1.18;0.43
22/06/2021;ID-JB;Jawa Barat;3293;75;1209;2009;353185;4796;315047;33342;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;72.92;7820.52;1.66;106.20;10.62;1.36%;89.20%;1.07;2.14
22/06/2021;ID-JT;Jawa Tengah;2416;75;1652;689;237063;10284;194855;31924;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;66.44;6519.15;2.06;282.81;28.28;4.34%;82.20%;0.71;1.56
22/06/2021;ID-JI;Jawa Timur;746;44;382;320;165001;12208;147650;5143;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;18.43;4076.21;1.09;301.59;30.16;7.40%;89.48%;1.04;0.77
22/06/2021;ID-KB;Kalimantan Barat;125;14;117;-6;13367;170;12166;1031;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;23.05;2464.96;2.58;31.35;3.13;1.27%;91.02%;1.29;0.48
