Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
07/06/2021;ID-JK;DKI Jakarta;9439;137;6100;3202;600929;8854;497442;94633;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;870.26;55404.85;12.63;816.33;81.63;1.47%;82.78%;0.87;1.14
07/06/2021;ID-YO;Daerah Istimewa Yogyakarta;1386;54;779;553;68101;1780;51600;14721;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;381.71;18755.36;14.87;490.22;49.02;2.61%;75.77%;0.95;1.69
07/06/2021;ID-GO;Gorontalo;37;0;3;34;6025;184;5531;310;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;31.34;5103.12;0.00;155.85;15.58;3.05%;91.80%;0.49;1.00
07/06/2021;ID-JA;Jambi;58;2;142;-86;13511;276;11596;1639;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;16.60;3867.63;0.57;79.01;7.90;2.04%;85.83%;0.48;1.00
07/06/2021;ID-JB;Jawa Barat;7100;50;4396;2654;420408;5904;343996;70508;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;157.21;9309.03;1.11;130.73;13.07;1.40%;81.82%;1.06;0.93
07/06/2021;ID-JT;Jawa Tengah;3840;230;1732;1878;274247;12042;215861;46344;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;105.60;7541.70;6.32;331.15;33.12;4.39%;78.71%;1.14;1.64
07/06/2021;ID-JI;Jawa Timur;1806;127;1257;422;182079;13370;157324;11385;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;44.62;4498.11;3.14;330.29;33.03;7.34%;86.40%;1.17;1.06
07/06/2021;ID-KB;Kalimantan Barat;259;26;122;111;15945;398;13963;1584;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;47.76;2940.36;4.79;73.39;7.34;2.50%;87.57%;2.56;0.52
07/06/2021;ID-KS;Kalimantan Selatan;55;5;69;-19;36721;1080;34582;1059;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;13.67;9127.65;1.24;268.45;26.85;2.94%;94.17%;2.50;2.50
07/06/2021;ID-KT;Kalimantan Tengah;198;1;17;180;27056;550;20848;5658;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;77.03;10526.44;0.39;213.98;21.40;2.03%;77.05%;1.42;1.00
07/06/2021;ID-KI;Kalimantan Timur;726;18;234;474;81001;1931;72751;6319;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;204.38;22803.11;5.07;543.61;54.36;2.38%;89.81%;1.70;0.95
07/06/2021;ID-KU;Kalimantan Utara;207;0;69;138;13820;206;12245;1369;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;319.24;21313.77;0.00;317.70;31.77;1.49%;88.60%;1.41;1.00
07/06/2021;ID-BB;Kepulauan Bangka Belitung;241;4;89;148;22389;345;20417;1627;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;174.67;16226.65;2.90;250.04;25.00;1.54%;91.19%;1.39;1.00
07/06/2021;ID-KR;Kepulauan Riau;586;2;23;561;28848;611;22989;5248;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;303.72;14951.80;1.04;316.68;31.67;2.12%;79.69%;1.44;0.15
07/06/2021;ID-LA;Lampung;266;6;41;219;23302;1138;19047;3117;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;29.24;2561.90;0.66;125.12;12.51;4.88%;81.74%;0.87;1.50
07/06/2021;ID-MA;Maluku;349;3;59;287;9694;152;7692;1850;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;188.95;5248.24;1.62;82.29;8.23;1.57%;79.35%;1.26;1.50
07/06/2021;ID-MU;Maluku Utara;117;4;40;73;6012;138;4574;1300;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;89.46;4597.02;3.06;105.52;10.55;2.30%;76.08%;1.72;
07/06/2021;ID-NB;Nusa Tenggara Barat;122;1;79;42;13384;492;11414;1478;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;23.15;2539.54;0.19;93.35;9.34;3.68%;85.28%;1.88;1.00
07/06/2021;ID-NT;Nusa Tenggara Timur;632;4;212;416;21068;480;17224;3364;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;116.79;3893.32;0.74;88.70;8.87;2.28%;81.75%;1.37;0.67
07/06/2021;ID-PA;Papua;15;0;0;15;21208;279;11666;9263;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;3.46;4886.24;0.00;64.28;6.43;1.32%;55.01%;0.34;0.00
07/06/2021;ID-PB;Papua Barat;258;1;51;206;12270;190;9633;2447;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;226.18;10756.54;0.88;166.56;16.66;1.55%;78.51%;0.76;
07/06/2021;ID-RI;Riau;418;3;326;89;73191;1980;67271;3940;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;68.82;12049.69;0.49;325.97;32.60;2.71%;91.91%;0.99;0.27
07/06/2021;ID-SR;Sulawesi Barat;45;1;0;44;6110;125;5542;443;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;28.85;3916.71;0.64;80.13;8.01;2.05%;90.70%;2.05;1.00
07/06/2021;ID-SN;Sulawesi Selatan;249;0;71;178;65783;993;62306;2484;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;26.41;6978.23;0.00;105.34;10.53;1.51%;94.71%;1.14;0.00
07/06/2021;ID-ST;Sulawesi Tengah;107;3;12;92;14161;412;12855;894;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;36.20;4791.30;1.02;139.40;13.94;2.91%;90.78%;1.39;
07/06/2021;ID-SG;Sulawesi Tenggara;89;4;23;62;12069;247;10385;1437;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;33.77;4579.46;1.52;93.72;9.37;2.05%;86.05%;2.78;2.00
07/06/2021;ID-SA;Sulawesi Utara;164;2;8;154;16794;561;15451;782;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;62.08;6356.83;0.76;212.35;21.23;3.34%;92.00%;82.00;
07/06/2021;ID-SB;Sumatera Barat;304;9;208;87;53511;1236;48119;4156;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;55.08;9695.35;1.63;223.94;22.39;2.31%;89.92%;3.75;0.82
07/06/2021;ID-SS;Sumatera Selatan;255;9;133;113;30152;1504;26535;2113;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;31.03;3669.22;1.10;183.02;18.30;4.99%;88.00%;1.48;1.13
07/06/2021;ID-SU;Sumatera Utara;256;9;296;-49;37239;1219;33190;2830;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;17.21;2503.48;0.61;81.95;8.20;3.27%;89.13%;1.88;2.25
08/06/2021;ID-AC;Aceh;383;4;192;187;24590;1040;17723;5827;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;72.99;4686.26;0.76;198.20;19.82;4.23%;72.07%;1.34;0.22
08/06/2021;ID-BA;Bali;1239;46;1511;-318;83988;2377;67933;13678;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;293.87;19920.44;10.91;563.78;56.38;2.83%;80.88%;0.84;1.84
08/06/2021;ID-BT;Banten;1003;16;6899;-5912;119422;2284;96166;20972;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;93.54;11137.65;1.49;213.01;21.30;1.91%;80.53%;1.04;0.94
08/06/2021;ID-BE;Bengkulu;402;10;369;23;19819;299;15269;4251;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;201.05;9911.78;5.00;149.53;14.95;1.51%;77.04%;1.62;2.00
08/06/2021;ID-JK;DKI Jakarta;2185;53;3206;-1074;827844;12710;802308;12826;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;201.45;76326.10;4.89;1171.84;117.18;1.54%;96.92%;0.95;0.42
08/06/2021;ID-YO;Daerah Istimewa Yogyakarta;1639;72;2088;-521;127109;3766;85521;37822;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;451.39;35006.47;19.83;1037.18;103.72;2.96%;67.28%;1.12;1.22
08/06/2021;ID-GO;Gorontalo;157;4;61;92;9015;254;7061;1700;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;132.98;7635.62;3.39;215.14;21.51;2.82%;78.33%;0.69;0.44
08/06/2021;ID-JA;Jambi;369;23;788;-442;22273;494;16640;5139;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;105.63;6375.82;6.58;141.41;14.14;2.22%;74.71%;1.05;1.92
08/06/2021;ID-JB;Jawa Barat;5104;96;7178;-2170;628718;10371;521607;96740;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;113.02;13921.60;2.13;229.64;22.96;1.65%;82.96%;0.91;0.63
08/06/2021;ID-JT;Jawa Tengah;2750;440;7977;-5667;405739;21974;336801;46964;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;75.62;11157.69;12.10;604.28;60.43;5.42%;83.01%;0.68;0.88
08/06/2021;ID-JI;Jawa Timur;4489;342;5026;-879;331268;22670;262368;46230;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;110.90;8183.70;8.45;560.04;56.00;6.84%;79.20%;1.10;1.09
08/06/2021;ID-KB;Kalimantan Barat;423;10;445;-32;28592;709;22313;5570;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;78.00;5272.54;1.84;130.74;13.07;2.48%;78.04%;0.80;0.91
08/06/2021;ID-KS;Kalimantan Selatan;906;21;786;99;52391;1488;40430;10473;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;225.20;13022.71;5.22;369.87;36.99;2.84%;77.17%;1.03;0.46
08/06/2021;ID-KT;Kalimantan Tengah;286;4;155;127;36536;949;30351;5236;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;111.27;14214.74;1.56;369.22;36.92;2.60%;83.07%;0.81;0.57
08/06/2021;ID-KI;Kalimantan Timur;1815;84;2584;-853;127844;3801;102379;21664;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;510.95;35990.18;23.65;1070.04;107.00;2.97%;80.08%;0.87;0.83
08/06/2021;ID-KU;Kalimantan Utara;509;8;211;290;24421;423;17348;6650;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;785.00;37663.07;12.34;652.37;65.24;1.73%;71.04%;0.85;0.53
08/06/2021;ID-BB;Kepulauan Bangka Belitung;862;25;494;343;37520;809;29801;6910;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;624.74;27193.00;18.12;586.33;58.63;2.16%;79.43%;1.07;0.89
08/06/2021;ID-KR;Kepulauan Riau;512;0;421;91;47586;1272;41094;5220;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;265.37;24663.63;0.00;659.27;65.93;2.67%;86.36%;1.15;0.00
08/06/2021;ID-LA;Lampung;696;45;619;32;38511;2412;28129;7970;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;76.52;4234.03;4.95;265.18;26.52;6.26%;73.04%;1.02;0.63
08/06/2021;ID-MA;Maluku;13;0;103;-90;13618;234;10384;3000;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;7.04;7372.65;0.00;126.69;12.67;1.72%;76.25%;0.28;1.00
08/06/2021;ID-MU;Maluku Utara;189;0;301;-112;10486;246;7971;2269;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;144.52;8018.03;0.00;188.10;18.81;2.35%;76.02%;1.72;0.00
08/06/2021;ID-NB;Nusa Tenggara Barat;202;4;222;-24;21024;584;18634;1806;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;38.33;3989.19;0.76;110.81;11.08;2.78%;88.63%;0.94;
08/06/2021;ID-NT;Nusa Tenggara Timur;3598;19;910;2669;46273;813;31241;14219;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;664.90;8551.15;3.51;150.24;15.02;1.76%;67.51%;3.17;1.73
08/06/2021;ID-PA;Papua;212;4;252;-44;28487;411;13147;14929;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;48.84;6563.30;0.92;94.69;9.47;1.44%;46.15%;0.70;2.00
08/06/2021;ID-PB;Papua Barat;71;1;309;-239;19607;294;16845;2468;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;62.24;17188.55;0.88;257.74;25.77;1.50%;85.91%;0.26;1.00
08/06/2021;ID-RI;Riau;2205;55;1115;1035;105397;2845;87544;15008;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;363.02;17351.87;9.05;468.38;46.84;2.70%;83.06%;2.56;1.57
08/06/2021;ID-SR;Sulawesi Barat;143;2;109;32;9207;188;7254;1765;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;91.67;5901.98;1.28;120.51;12.05;2.04%;78.79%;0.82;0.67
08/06/2021;ID-SN;Sulawesi Selatan;1166;25;1133;8;89784;1481;75442;12861;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;123.69;9524.25;2.65;157.10;15.71;1.65%;84.03%;0.97;1.00
08/06/2021;ID-ST;Sulawesi Tengah;1566;37;382;1147;27893;785;18164;8944;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;529.85;9437.44;12.52;265.60;26.56;2.81%;65.12%;1.87;1.37
08/06/2021;ID-SG;Sulawesi Tenggara;201;6;119;76;17498;396;13712;3390;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;76.27;6639.45;2.28;150.26;15.03;2.26%;78.36%;0.92;1.00
08/06/2021;ID-SA;Sulawesi Utara;621;9;193;419;26619;765;19933;5921;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;235.06;10075.76;3.41;289.57;28.96;2.87%;74.88%;1.31;1.50
08/06/2021;ID-SB;Sumatera Barat;925;25;683;217;76454;1619;60118;14717;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;167.60;13852.26;4.53;293.34;29.33;2.12%;78.63%;1.08;0.76
08/06/2021;ID-SS;Sumatera Selatan;897;64;701;132;50859;2305;37916;10638;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;109.16;6189.07;7.79;280.50;28.05;4.53%;74.55%;1.14;1.49
08/06/2021;ID-SU;Sumatera Utara;2045;25;1002;1018;69042;1616;44567;22859;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;137.48;4641.51;1.68;108.64;10.86;2.34%;64.55%;1.31;1.67
09/06/2021;ID-AC;Aceh;164;10;302;-148;34566;1565;26442;6559;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;31.25;6587.44;1.91;298.25;29.83;4.53%;76.50%;0.63;0.67
09/06/2021;ID-BA;Bali;208;17;354;-163;108763;3633;100043;5087;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;49.33;25796.63;4.03;861.68;86.17;3.34%;91.98%;0.83;0.94
09/06/2021;ID-BT;Banten;104;3;231;-130;129861;2632;124675;2554;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;9.70;12111.22;0.28;245.47;24.55;2.03%;96.01%;0.96;3.00
09/06/2021;ID-BE;Bengkulu;19;0;121;-102;22700;449;21259;992;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;9.50;11352.62;0.00;224.55;22.46;1.98%;93.65%;0.54;0.00
09/06/2021;ID-JK;DKI Jakarta;217;16;736;-535;852909;13377;834489;5043;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;20.01;78637.06;1.48;1233.34;123.33;1.57%;97.84%;0.72;1.60
09/06/2021;ID-YO;Daerah Istimewa Yogyakarta;198;15;648;-465;151862;4985;138745;8132;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;54.53;41823.57;4.13;1372.89;137.29;3.28%;91.36%;0.76;0.71
09/06/2021;ID-GO;Gorontalo;8;4;96;-92;11347;444;10423;480;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;6.78;9610.80;3.39;376.06;37.61;3.91%;91.86%;0.29;1.33
09/06/2021;ID-JA;Jambi;40;3;178;-141;28721;721;26141;1859;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;11.45;8221.60;0.86;206.39;20.64;2.51%;91.02%;0.56;1.00
09/06/2021;ID-JB;Jawa Barat;405;180;1703;-1478;695117;13983;670001;11133;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;8.97;15391.86;3.99;309.62;30.96;2.01%;96.39%;1.13;18.00
09/06/2021;ID-JT;Jawa Tengah;751;72;1001;-322;474027;29130;425636;19261;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;20.65;13035.59;1.98;801.07;80.11;6.15%;89.79%;1.20;0.80
09/06/2021;ID-JI;Jawa Timur;361;78;971;-688;387389;28785;351364;7240;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;8.92;9570.12;1.93;711.11;71.11;7.43%;90.70%;0.81;1.11
09/06/2021;ID-KB;Kalimantan Barat;78;4;180;-106;37240;985;35652;603;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;14.38;6867.28;0.74;181.64;18.16;2.65%;95.74%;0.52;1.00
09/06/2021;ID-KS;Kalimantan Selatan;92;14;488;-410;67282;2239;61867;3176;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;22.87;16724.13;3.48;556.54;55.65;3.33%;91.95%;0.52;1.17
09/06/2021;ID-KT;Kalimantan Tengah;68;6;192;-130;43926;1333;38887;3706;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;26.46;17089.91;2.33;518.62;51.86;3.03%;88.53%;0.73;1.50
09/06/2021;ID-KI;Kalimantan Timur;189;14;714;-539;152910;5188;142903;4819;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;53.21;43046.67;3.94;1460.51;146.05;3.39%;93.46%;0.65;0.64
09/06/2021;ID-KU;Kalimantan Utara;79;5;453;-379;32959;715;29085;3159;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;121.84;50830.73;7.71;1102.70;110.27;2.17%;88.25%;0.64;1.00
09/06/2021;ID-BB;Kepulauan Bangka Belitung;154;6;299;-151;48482;1275;43726;3481;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;111.61;35137.82;4.35;924.07;92.41;2.63%;90.19%;0.97;0.75
09/06/2021;ID-KR;Kepulauan Riau;81;5;99;-23;52680;1677;49969;1034;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;41.98;27303.83;2.59;869.18;86.92;3.18%;94.85%;1.72;1.00
09/06/2021;ID-LA;Lampung;130;34;397;-301;47490;3612;40950;2928;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;14.29;5221.21;3.74;397.12;39.71;7.61%;86.23%;0.96;4.86
09/06/2021;ID-MA;Maluku;19;0;6;13;14366;254;13749;363;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;10.29;7777.61;0.00;137.51;13.75;1.77%;95.71%;19.00;1.00
09/06/2021;ID-MU;Maluku Utara;7;0;6;1;11839;300;11222;317;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;5.35;9052.59;0.00;229.39;22.94;2.53%;94.79%;0.78;0.00
09/06/2021;ID-NB;Nusa Tenggara Barat;50;6;113;-69;26375;746;24768;861;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;9.49;5004.51;1.14;141.55;14.15;2.83%;93.91%;0.72;3.00
09/06/2021;ID-NT;Nusa Tenggara Timur;131;3;360;-232;60502;1229;56993;2280;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;24.21;11180.63;0.55;227.12;22.71;2.03%;94.20%;1.21;1.00
